,Title,Full Text,Publisher,Place,Month,Year,Polarity Score,Sentiment
869,Suspected migrant death toll hits 51,least 51 suspected migrants died several others hospitalized heatrelated injuries found monday evening sweltering abandoned tractortrailer rural san antonio road officials tuesday afternoon homeland security investigations part us immigration customs enforcement principal investigative arm homeland security department investigating suspected human smuggling incident arrested three people suspected involved trafficking san antonio mayor ron nirenberg described horrific human tragedy worst cases migrant smuggling city seen recent memory mexican foreign secretary marcelo ebrard shared tuesday twitter 51 dead 22 mexico seven guatemala two honduras rest still identified tuesday afternoon 39 men 12 women died bexar county precinct 1 commissioner rebeca clayflores news conference bodies held bexar county medical examiners office tasked identifying victims causes death clayflores medical examiner possible ids 34 51 victims reached neighboring counties medical examiners assistance office seen month heartbreaking work handled several victims bodies involved uvalde school shooting may left 21 dead including 19 children victim identification work expected take days due number bodies well medical examiners coordination consulates migrants countries origin inform families governments deaths city spokesperson victims might age 18 minor victims appear younger teenagers adolescents horrific human tragedy migrants san antonio first discovered city worker heard cry help 6 pm monday san antonio police chief william mcmanus worker called 911 finding body outside tractortrailer several bodies visible trailers partially opened doors officials arrived scene medically assessed trailers occupants declared 46 people dead took 16 others area hospitals treatment including four children san antonio fire department chief charles hood five people since died injuries patients hot touch suffering heat stroke heat exhaustion hood temperatures exceeded 100 degrees san antonio monday hood migrants found refrigerated tractortrailer working air conditioning water hope prayer conditions transported improve speak hood supposed open truck see stacks bodies tragic san antonio mayor ron nirenberg monday night know 46 individuals longer us families likely trying find better life 16 folks fighting lives hospital focus right try bring aid best nothing short horrific human tragedy officials monday evening confident people originally tractortrailer accounted tuesday morning resumed searching area trailer found look survivors victims president joe biden statement tuesday incident horrifying heartbreaking exploiting vulnerable individuals profit shameful political grandstanding around tragedy administration continue everything possible stop human smugglers traffickers taking advantage people seeking enter united states ports entry biden texas lawmakers quick respond tragedy pointing blame across aisle gov greg abbott tweeted,"GateHouse Media, Inc.","Austin, Tex.","Jul 1, 2022",2022,-0.08261904761904765,NEGATIVE
870,Court clears a path to end 'Remain in Mexico',president enforce immigration policy discretion ruling says supreme court thursday ruled biden administration controversial immigration policy saying authority reverse trumpera initiative requires asylum seekers remain mexico cases reviewed us courts lower courts gone far requiring president biden keep place policies intruded ability carry nations immigration procedures foreign policy wrote chief justice john g roberts jr rare win administration supreme court term courts liberal members found majority vote 5 4 roberts writing fellow conservative justice brett kavanaugh plus justices stephen g breyer sonia sotomayor elena kagan left issue migrant protection protocols mpp put place trump administration better known remain mexico policy requires asylum seekers enter country mainly central south america return mexico await hearing president donald trump program necessary curb administration characterized flood meritless asylum claims migrants seeking released united states justices expedited review bidens attempt get rid policy lowercourt judge administration provided sufficient justification ending procedures unlawful roberts federal immigration law gives executive discretion,WP Company LLC d/b/a The Washington Post,"Washington, D.C.","Jul 1, 2022",2022,0.2361111111111111,POSITIVE
871,Supreme Court Rules Biden Can End Trump-Era 'Remain in Mexico' Policy; Policy denies U.S. entry to Central Americans seeking asylum while their claims are pending,washington—the supreme court ruled 54 biden administration cancel trumpera remain mexico program required authorities either jail asylum applicants central america deny us entry cases resolved read opinion court found biden administration acted within discretion ending program overturning lowercourt rulings required department homeland security enforce policy president biden campaigned ending writing court chief justice john roberts noted congress never provided sufficient funding detain vast numbers migrants seeking asylum time us unilaterally expel mexico citizens central american countries covered policy lower court imposed significant burden upon executives ability conduct diplomatic relations mexico chief justice wrote joined justices stephen breyer sonia sotomayor elena kagan brett kavanaugh forced government bargaining table mexico policy countries wish terminate asserted authority supervise continuing negotiations mexico ensure conducted good faith congress couldnt intended hand federal judge power american foreign policy court concluded texas missouri republicanled states sued stop administration ending policy known formally migrant protection protocols lower courts including fifth us circuit court appeals new orleans found several reasons keep place among arguments states contended biden administration failed follow required administrative procedures changing policy authority cited supreme courts 2019 decision rejecting trump administrations plan require census forms ask whether respondents us citizenship justice roberts wrote 2019 decision comparison inapt census case trump administration needed data help protect minorities discrimination voting rights act 1965 supreme court like several lower courts found claim pretext ruling thursday chief justice wrote indications bad faith improper behavior trump administrations actions census nothing record suggests significant mismatch decision secretary made rationale provided terminating remain mexico principal dissent justice samuel alito noted crisis southern border fiscal year 2021 border patrol reported 17 million encounters aliens along mexican border wrote due high numbers justice alito wrote government lacks capacity detain inadmissible migrants encountered border rather return mexico await proceedings country dhs concluded may forgo option altogether instead simply release country untold numbers aliens whose asylum applications likely denied wrote justices clarence thomas neil gorsuch joined alito dissent justice amy coney barrett joined three filed separate dissent raising procedural objections hearing case administration dragged feet refused implement effective program good faith allowing hundreds thousands illegals pour border month month texas attorney general ken paxton republican todays decision makes border crisis worse department homeland security moving ahead end remain mexico program endemic flaws imposes unjustifiable human costs pulls resources personnel away priority efforts secure border statement department continues enforce immigration laws border administer consequences enter unlawfully biden administration argued public benefit releasing migrants preserving beds immigration lockups noncitizens considered particular security risk criminal records remain mexico drew immediate controversy announced largely sidelined coronavirus pandemic trump administration relied authorities deny admission migrants particularly publichealth orders provision known title 42 pandemicera border policy prevents migrants usmexico border asking asylum biden administration continued practice encountered opposition including democrats plans end title 42 exclusions waves central americans seek cross border biden administration says remain mexico program exposes asylum applicants including mothers children unsafe conditions administration says ease burden immigration system means hiring hearing officers cut processing time six months current waits last years even remain mexico policy effect biden administration immigration officers sent 65 central americans seeking asylum wait mexico processing according court 68000 migrants enrolled program end 2020 migrant protection protocols introduced 2019 height surge central american families coming us border policy announced border crossings fell sharply migrants sent back mexico faced range dangers including assault kidnapping murder according reports humanrights groups internal dhs reports trump administration argued remain mexico necessary reduced incentives migrate making asylum claims wouldnt allowed live work us wait cases resolved process routinely took years monthly border crossings fell 75 six months following peak may 2019 program expanded borderwide surpeme court remain mexico write jess bravin jessbravin1wsjcom supreme court rules biden end trumpera remain mexico policy credit,Dow Jones & Company Inc.,"New York, N.Y.","Jul 1, 2022",2022,0.019262687666942984,POSITIVE
872,"Supreme Court rules Biden administration can end “remain in Mexico” policy, sending case back to a Texas court",us supreme court ruled thursday biden administration right end trumpera immigration policy forces asylumseekers wait mexico cases make way us immigration courts 54 ruling justices ruled texas missouri argued biden administration violated law rescinding program sent case back district court determine terminating policy violated administrative laws justices determined governments cancellation migrant protection protocols referred mpp called remain mexico violate section immigration law texas missouri used argue biden administration illegally ended program chief justice john roberts justice brett kavanaugh joined three liberal justices majority unclear biden administration try end program immediately wait lower court rule department homeland security statement thursday evening welcomed supreme courts decision discretionary authority terminate program continue efforts terminate program soon legally permissible statement dhs continue punish immigrants enter country illegally enforce title 42 emergency health order immigration officials used quickly expel majority people attempting enter country statement alejandro mayorkas dhs secretary thorough review prior administrations migrant protection protocols mpp endemic flaws imposes unjustifiable human costs pulls resources personnel away priority efforts secure border césar cuauhtémoc garcía hernández immigration attorney law professor ohio state university biden administration immediately stop enforcing program supreme courts ruling leaves door open texas states continue pressing force administration continue program texas attorney general ken paxton sued administration repeatedly president joe bidens immigration policies ruling makes border crisis worse battle isnt ill keep pressing forward focus securing border keeping communities safe dozen immigration suits im litigating court paxton immigrant rights advocates celebrated courts ruling thursday bittersweet victory lives lost atrocious immigration deterrence policies federal level state texas fernando garcía executive director border network human rights based el paso decision long overdue shocking supreme court waited today determine danger migrants subjected since trump enacted deadly policy program launched trump administration january 2019 biden took office mayorkas suspended program january 2021 officially canceled june 2021 led texas missouri sue biden administration april 2021 arguing canceling mpp violated administrative immigration laws without program human trafficking increase force states expend resources migrants — providing drivers licenses educating migrant children providing hospital care case reached supreme court federal district judge texas ruled last year biden administration violated immigration law detaining every immigrant attempting enter country august 2021 us district judge matthew j kacsmaryk ordered biden administration reinstate policy administration argued discretion end program effective way deal migrants seeking asylum 70000 asylumseekers sent mexico mpp leading refugee camps mexican side border migrants became targets kidnappers drug cartels since program resumed december immigration officials enrolled 5100 migrants may 31 according transactional records access clearinghouse trac syracuse university title 42 fewer people opportunity make asylum claim enrolled remain mexico thursdays ruling affect title 42 according analysis trac 2019 2021 less 2 completed mpp cases ended person granted asylum far biden administration 27 people granted asylum mpp comparison 50 cases migrants already us asylum case case human rights first new yorkbased organization recorded 1544 cases killings rapes kidnappings migrants forced remain mexico mpps launch january 2019 january 2021 biden administration initially suspended policy woman enrolled program told texas tribune raped ciudad juárez police officer waited mexico average takes five years migrant get decision asylum case new plan went effect year biden administrations goal wrap asylum cases within six months asylumseekers paxton filed separate lawsuit biden administration april 28 attempt halt new asylum plan kacsmaryk based amarillo overseeing case remains pending join us sept 2224 person downtown austin texas tribune festival experience 100 conversation events featuring big names know others worlds politics public policy media tech — curated texas tribunes awardwinning journalists buy tickets,The Texas Tribune,Austin,"Jun 30, 2022",2022,-0.027459114959114964,NEGATIVE
873,"Abortion, guns, religion",washington – supreme court wrapped historic term thursday ending constitutional right abortion expanding access handguns millions americans limiting biden administrations ability fight climate change court rule abortion closely watched case 20212022 term five conservative justices voted overturn roe v wade landmark 1973 decision established constitutional right abortion supreme court say guns 63 majority invalidated new york law made difficult residents obtain licenses carry handguns public court set new standard second amendment may jeopardize gun laws happened praying coach religion series decisions nations highest court redrew line separating church state cases court public school football coachs prayers 50yard line games private speech protected first amendment decisions seemed reflect concern raised several justices lower courts giving short shrift right exercise religion court rule final decisions climate immigration supreme court handed two major opinions thursday blow biden administration court epa authority regulate power plant emissions win white house justices biden unwind controversial trumpera immigration policy migrants know decisions implications,"USA Today, a division of Gannett Satellite Information Network, Inc.",Arlington,"Jun 30, 2022",2022,0.1146185064935065,POSITIVE
874,Why ending 'Remain in Mexico' border policy is a good thing,horrific almost unspeakable tragedy least 53 migrants died week tractor trailer smuggled country abandoned sweltering heat san antonio air conditioning access water allegedly found covered meat seasoning presumably mask human odor avoid detection came mexico guatemala honduras — desperate better life among countrys deadliest migrant episodes southern border make mistake trumps signature hardline immigration policies border helped set stage migrant deaths even though president biden white house year half effectively prevented setting border policy mainly texas among states challenged efforts court thursday supreme court allowed biden administration terminate remain mexico requires migrants seeking asylum southern border wait mexico ruling claims 54 decision represents major victory biden ending remain mexico way overdue month packed historically awful supreme court decisions remain mexico opinion feels like breath fresh air officially known migrant protection protocols program implemented trump administration early 2019 two years policy remained effect biden administration attempted end last june 70000 people mainly central south america sent back mexico wait court date major departure longstanding practice general us law allows asylum seekers stay country cases move complicated backlogged immigration court system biden announced programs termination states missouri texas sued arguing ending remain mexico violated federal law states claimed among arguments program ends incur costs due large number migrants questionable asylum claims let country remain mexico reactivated late 2021 case moved federal courts case always long shot texass argument aaron reichlinmelnick policy director american immigration council texas solicitor general argued biden administration keep program immigration law government outlines three outcomes individuals applying asylum border,"Boston Globe Media Partners, LLC",Boston,"Jun 30, 2022",2022,-0.08743842364532019,NEGATIVE
875,Supreme Court Sides With Biden’s Efforts to End ‘Remain in Mexico’ Program,enlarge image washington — supreme court ruled thursday biden administration may rescind trumpera immigration program forces certain asylumseekers arriving southwestern border await approval mexico chief justice john roberts writing majority 54 ruling immigration law gave president discretion return migrants arriving land country came discretion continued amount obligation key provision chief justice wrote used word may rather shall provision wrote means says,New York Times Company,"New York, N.Y.","Jun 30, 2022",2022,0.10714285714285714,POSITIVE
876,Migrant deaths along US-Mexico border continue to rise as access to asylum remains blocked,phoenix – even grim discovery dozens bodies found locked inside tractor trailer san antonio deaths along usmexico borderlands happening increasing frequency migrants seek evade detection us authorities way united states tragedy texas monday resulted least 53 deaths 11 others hospitalized latest entry long growing list incidents resulting loss countless migrant lives expected continue growing sweltering temperatures settle along usmexico border hours discovery dozens bodies suffocated inside tractor trailer san antonio republican texas gov greg abbott blamed democratic president joe biden result deadly open border policies abbott reelection twitter show deadly consequences refusal enforce law biden responded tuesday written statement accused abbott though name political grandstanding exploiting vulnerable individuals profit shameful migrant advocates analysts plenty responsibility go around mondays deaths well rising number migrant deaths along portion usmexico border bidens policies,"USA Today, a division of Gannett Satellite Information Network, Inc.",Arlington,"Jun 30, 2022",2022,-0.165,NEGATIVE
877,"Politics, policy merge as Senate panel focuses on immigration in Missouri",jefferson city special senate committee opened testimony wednesday migrants entering us effect missouri panel set meet jan 1 formed senate president dave schatz rsullivan look ways identify discourage illegal immigration yet clear committees existence aimed addressing growing problem continuation republican effort make nations southern borders political issue schatz running gop nomination us senate chairman committee sen justin brown rrolla midst primary election challenge rep suzie pollock rlebanon brown illegal drugs coming across southern border burdening local law enforcement social service agencies federal government failed make progress stemming tide illegal immigration plaguing country imperative states take action brown become issue businesses taking jobs missourians state getting benefits brown state cheated tax revenue hearing comes time huge numbers migrants coming us crossing swift rivers canals scorching desert landscapes migrants stopped nearly 240000 times may onethird year ago monday bodies 53 migrants discovered outskirts san antonio believed nations deadliest smuggling episode usmexico border dozen people taken hospitals including four children three people arrested wednesday panel heard testimony regarding workers brought missouri illegally pay taxes follow missouri labor laws rep jim murphy south st louis county republican migrants entering county carrying drugs creating death destruction cities curb import drugs cities murphy murphy state law needs tightened address companies illegally use undocumented laborers ben terrell legislative liaison missouri department labor industrial relations agency look immigration status investigating labor complaints rather issues typically forwarded federal government sen doug beck dst louis agreed agency crack companies exploit migrant workers skirting state tax laws paying cash joyce mucci former field representative federation american immigration reform told panel state require companies operating missouri use electronic verification system check citizenship status employees deterrent mucci relying study former kansas secretary state chris kobach works scandaltainted border wall group sen barbara washington dkansas city slammed mucci calling migrants illegal aliens offensive washington fair labeled hate group southern poverty law center saying leaders ties white supremacist groups missouri politicians long used immigration cultural wedge issue like guns abortion transgender rights october example attorney general eric schmitt traveled texas announce filing lawsuit seeking restart construction former president donald trumps failed border wall schmitt running us senate joined texas attorney general ken paxton along banks rio grande west downtown el paso announce lawsuit schmitt joined paxton lawsuit seeking reinstate controversial trump administration program required asylumseekers wait mexico decisions us immigration cases schmitts gop opponents former gov eric greitens us continue building border wall rep david gregory rsunset hills running state auditor invoked southern border campaign even though auditor little immigration policy launch committee follows announcement gov mike parson missouri join 25 states calling establishment american governors border strike force multistate effort disrupt criminal organizations combat human smuggling stop flow illegal drugs brown next hearing scheduled july 20 credit,"Pulitzer, Inc.","St. Louis, Mo.","Jun 30, 2022",2022,-0.07770691609977325,NEGATIVE
878,Report details health costs for undocumented,patricia rosas undocumented residents without health insurance going doctor expensive last resort fall 2019 rosas feeling unfamiliar pain side year friends helped raise 5000 simply get diagnosis concern didnt know people rosas story thousands peoples stories new study rand corporation though suggests extending husky health coverage residents connecticut without documentation cost 3 states annual medicaid budget putting quality health care within reach 21000 additional people state feasibility study medicaid expansion undocumented residents anticipated coming days rosas first began feeling pain side ignored hoped go away grew worse frequent 2018 visited community health center providers couldnt find cause pain didnt go away took aspirin became unbearable avoided going doctor every time need doctor first thing need health insurance rosas thats first thing ask rosas finally made specialist generosity friends doctor diagnosed kidney cancer received diagnosis able get lifesaving kidney removal surgery st francis hospital saidshe applied financial assistance hospital help cover costs rand study estimates expanding husky coverage undocumented immigrants ages qualify based income cost connecticut 83 121 million represents 3 states 3 billion medicaid budget 2023 connecticut 94 residents health insurance among states undocumented population share insured residents 42 expansion rate jump 57 based estimates enroll representing 21400 people currently qualify medicaid immigration status legislature debated issue medicaid coverage undocumented residents repeatedly last several years june 2021 legislature passed bill qualifying children 8 come families earning 201 federal poverty level husky regardless immigration status children families earning 201 325 federal poverty level qualify subject asset test earlier year proposal expand coverage children age 19 failed even garnering enough support pass legislative committee vote legislators ultimately passed reduced expansion part state budget granted coverage children 12 younger allowed child enrolled program keep insurance age 19 2021 bill granting coverage qualifying children 8 called state conduct feasibility study regarding extension husky coverage children regardless immigration status ages 9 18 adults whose households earn 200 fpl spokesperson office health strategy agency tasked feasibility study release report legislature july 1 rand study examines cost implementation different scenarios including allowing undocumented residents enroll marketplace coverage receive subsidies hope really done work give policymakers tool say ok want implement policy hows going affect enrollment much going cost state preethi rao policy researcher rand corporation lead author study rao coauthors note cost estimates account potential savings state realize expanding eligibility hospitals save anywhere 63 72 million uncompensated care loss incurred providing services people without insurance likely never able pay 2021 state spent approximately 15 million emergency medicaid program covers emergency care people qualifying incomes regardless immigration status presumably study explains cost decrease substantially people coverage according study six states california illinois massachusetts new york oregon washington district columbia expanded medicaid similar program children 18 pregnant people regardless immigration status california illinois certain portions undocumented population age 18 enroll rosas feels lucky kidney removal surgery insurance still weighs shes supposed annual followup visits doctor already skipped didnt know pay every time feels pain cant stop asking something like happened going,"Tribune Publishing Company, LLC","Hartford, Conn.","Jun 30, 2022",2022,0.027417027417027413,POSITIVE
879,Tragedy shows harsh world of human smuggling,means money smugglers 3000 10000 apiece see militarizing border beneficiary cartels us government pushing hands smugglers fernando garcía executive director border network human rights immigrant human rights advocacy group based el paso people stuffed steel boxes compartments hidden sleeping quarters diesel truck cabs tractortrailers specially modified maximize amount human cargo brooks county sheriff urbino benny martinez seen human smuggling conditions south texas make blood boil place fit body theyre going martinez works two hours usmexico border theyll bring tractortrailers uhaul trucks pickup beds anything take body money mondays discovery dozens bodies abandoned tractortrailer sweltering san antonio deadliest illustration yet conditions faced migrants hoping reach united states experts disaster points recklessness smugglers act transport migrants reap profit people left die martinez get small space without oxygen people small quarters people going die advent mexican organized crime rings human smuggling operations recent years turned crossing border major enterprise others time better border enforcement forcing smugglers take riskier pathways united states using approaches — like jampacked unventilated tractortrailers — put people risk without concern comfort safety concern humanity none jack staton acting special agent charge ice homeland security investigations el paso report posted year us homeland security department website look people merchandise way make money effective border enforcement persuaded people turn smugglers doris meissner director us immigration policy program migration policy institute nonpartisan independent think tank washington dc much harder cross border 20 years ago meissner thats migrants looking cross illegally might pay extra secure transport tractortrailer according homeland security department report,"GateHouse Media, Inc.","Austin, Tex.","Jun 30, 2022",2022,0.05640476190476189,POSITIVE
880,Suspected migrant death toll hits 51,least 51 suspected migrants died several others hospitalized heatrelated injuries found monday evening sweltering abandoned tractortrailer rural san antonio road officials tuesday afternoon homeland security investigations part us immigration customs enforcement principal investigative arm homeland security department investigating suspected human smuggling incident arrested three people suspected involved trafficking san antonio mayor ron nirenberg described horrific human tragedy worst cases migrant smuggling city seen recent memory mexican foreign secretary marcelo ebrard shared tuesday twitter 51 dead 22 mexico seven guatemala two honduras rest still identified tuesday afternoon 39 men 12 women died bexar county precinct 1 commissioner rebeca clayflores news conference bodies held bexar county medical examiners office tasked identifying victims causes death clayflores medical examiner possible ids 34 51 victims reached neighboring counties medical examiners assistance office seen month heartbreaking work handled several victims bodies involved uvalde school shooting may left 21 dead including 19 children victim identification work expected take days due number bodies well medical examiners coordination consulates migrants countries origin inform families governments deaths city spokesperson victims might age 18 minor victims appear younger teenagers adolescents horrific human tragedy migrants san antonio first discovered city worker heard cry help 6 pm monday san antonio police chief william mcmanus worker called 911 finding body outside tractortrailer several bodies visible trailers partially opened doors officials arrived scene medically assessed trailers occupants declared 46 people dead took 16 others area hospitals treatment including four children san antonio fire department chief charles hood five people since died injuries patients hot touch suffering heat stroke heat exhaustion hood temperatures exceeded 100 degrees san antonio monday hood migrants found refrigerated tractortrailer working air conditioning water hope prayer conditions transported improve speak hood supposed open truck see stacks bodies tragic san antonio mayor ron nirenberg monday night know 46 individuals longer us families likely trying find better life 16 folks fighting lives hospital focus right try bring aid best nothing short horrific human tragedy officials monday evening confident people originally tractortrailer accounted tuesday morning resumed searching area trailer found look survivors victims president joe biden statement tuesday incident horrifying heartbreaking exploiting vulnerable individuals profit shameful political grandstanding around tragedy administration continue everything possible stop human smugglers traffickers taking advantage people seeking enter united states ports entry biden texas lawmakers quick respond tragedy pointing blame across aisle gov greg abbott tweeted,Gannett Media Corp,"El Paso, Tex.","Jun 29, 2022",2022,-0.08261904761904765,NEGATIVE
881,Film sheds light on power of citizenship,masavi pereamontes de oca waited decades right vote – years experiencing anguish fear trauma due undocumented status undocumented person knows feels like walk street see migra ice vehicle pereamontes originally chihuahua mexico last 20 years witnessed atrocities seeing immigrants put truck cashing checks exchange houses went buy food latino supermarkets april 1 became naturalized citizen registered vote testimony living arizona undocumented person exposed documentary titled mi voto mi comunidad vote community press screening friday garden downtown phoenix produced mango skies directed pita juarez cinematography matty steinkamp chispa arizona presented film along new campaign get latino citizens registered vote becoming citizen gives peace mind gives responsibility privilege voting pereamontes told la voz story shared immigrants story shared millions undocumented immigrants living us yet obtaining legal stay still grant right vote voting change lives pereamontes things happen community people vote dont vote voting change lives people better worse important exercise right pereamontes serves organizing director chispa arizona local organization works civically empower latino families advocate environmental justice citizen pereamontes goal stay civically active educated politicians running office urging focus efforts passing immigration reform stopping police brutality pushing environmental justice rule running political office future dulce juarez state codirector chispa arizona story perea montes immigrants living country chispa arizona believe environmental justice must democracy reflects values principles achieved people access vote elect politicians represent us juarez steinkamp producer film years ago heard negative stories immigrant community met pereamontes came know entirely different narrative – immigrants like share according figures united states immigration customs enforcement service uscis last decade country welcomed 73 million naturalized citizens storyteller responsibility give people opportunity tell stories steinkamp pereamontes story apart good inspiring virtual premiere documentary accessible public today 6 7 pm interested accessing link film must register https,Gannett Media Corp,"Phoenix, Ariz.","Jun 29, 2022",2022,0.1698212281545615,POSITIVE
882,Biden's Pick to Lead ICE Withdraws Amid a Long-Embattled Nomination,14month nomination ensnared immigration politics allegations domestic abuse departure another blow biden administration issue struggled washington ed gonzalez president bidens nominee lead us immigration customs enforcement monday withdrawing consideration longtroubled nomination letter president mr gonzalez sheriff harris county texas includes houston fierce critic hardline policies agency tapped lead withdrawn best interest nation noted nominated 14 months ago needed focus full undivided attention duties sheriff bitter political divide immigration swirling around nomination sheriff gonzalez faced difficult path start confirmation process weighed delayed months senator james lankford republican oklahoma released police affidavit accused sheriff gonzalez domestic abuse wife melissa sheriff gonzalez wife denied allegations police officer wrote affidavit later told senate committee deposition corroborating evidence mentioned affidavit exist according summary committees findings aide committee added investigators find evidence corroborate allegations withdrawal yet another blow ice permanent director since obama administration biden administration seen immigration become political liability struggled contain surges migrants border replace hardline policies inherited came day bodies least 46 people believed migrants found dead around tractortrailer outskirts san antonio sheriff gonzalez great leader ice white house statement thank sheriff gonzalez willingness serve face baseless allegations family nomination sheriff gonzalez sharply criticized trump administrations deportation policies represented major departure hardline immigration chiefs served president donald j trump sheriff ended partnership ice program encouraged illegal racial profiling repudiation mr trump well ice drew criticism senate republicans mr biden nomination step toward fulfilling promise humane immigration policies administration america shown world possible survive thrive nation welcomes seeking new home better life hard honest work sheriff gonzalez confirmation hearing last year sheriff gonzalezs withdrawal latest series setbacks pledge efforts fill vacant leadership positions homeland security department mr bidens immigration agenda whole longplanned attempt lift major pandemicera immigration restriction blocked federal judge last month another federal judge saturday suspended biden administration policy prioritized arrest undocumented immigrants considered threat rendering millions people vulnerable deportation alejandro n mayorkas homeland security secretary faced withering criticism republican lawmakers momentous surge migration across southwestern border overwhelmed immigration agencies deportations haitian emigrants spiked even biden administration faces criticism progressive groups lawmakers treats black migrants sheriff gonzalez devote energy leading department addressing rising crime overcrowded jails county grateful president biden honor nominating twitter monday wish administration well strives overcome paralyzing political gridlock threatens far nations border frankly dysfunction threatens americas heart soul photograph ed gonzalez withdrew consideration return harris county texas sheriff,New York Times Company,"New York, N.Y.","Jun 29, 2022",2022,0.050904203323558175,POSITIVE
883,State to give food aid to more migrants; California would be first to offer such help to people over 55 and in the U.S. illegally.,california expected first state offer food benefits immigrants residing us illegally state budget plan revealed week unique policy fills safety net gaps immigrants living us without legal status eligible federal benefits food stamps new program benefits californians older 55 dismissing pleas antipoverty advocates cover ages,Los Angeles Times Communications LLC,"Los Angeles, Calif.","Jun 29, 2022",2022,0.06600378787878788,POSITIVE
884,Death toll rises to 51 in smuggling; Federal agents detain 3 in connection with the migrants in the big rig,number migrants died abandoned sweltering tractortrailer texas rose 51 tuesday may deadliest humansmuggling incident us history federal investigators sought connect tragedy sprawling human trafficking networks span central america united states announced three people detained connection case two mexican nationals us illegally juan francisco dlunabilbao juan claudio dlunamendez charged illegal possession firearms police traced trucks registration san antonio address surveilled house according criminal complaints filed suspect us citizen allegedly drove truck fled nearby field taken custody hospitalized according law enforcement source,Los Angeles Times Communications LLC,"Los Angeles, Calif.","Jun 29, 2022",2022,-0.1125,NEGATIVE
885,Suspected migrant death toll hits 51,suffering van trailer heat exhaustion terrible way us treat immigrants state texas done everything wrong think participate building wall nothing protect border spent billions state taxpayer dollars paying texas national guard border throw innocent people – like lost lives – throw converted prisons border dehumanize nelson wolff bexar county judge least 51 suspected migrants died several others hospitalized heatrelated injuries found monday evening sweltering abandoned tractortrailer rural san antonio road officials tuesday afternoon homeland security investigations part us immigration customs enforcement principal investigative arm homeland security department investigating suspected human smuggling incident arrested three people suspected involved trafficking san antonio mayor ron nirenberg described horrific human tragedy worst cases migrant smuggling city seen recent memory mexican foreign secretary marcelo ebrard shared tuesday twitter 51 dead 22 mexico seven guatemala two honduras rest still identified tuesday afternoon 39 men 12 women died bexar county precinct 1 commissioner rebeca clayflores news conference bodies held bexar county medical examiners office tasked identifying victims causes death clayflores medical examiner possible ids 34 51 victims reached neighboring counties medical examiners assistance office seen month heartbreaking work handled several victims bodies involved uvalde school shooting may left 21 dead including 19 children victim identification work expected take days due number bodies well medical examiners coordination consulates migrants countries origin inform families governments deaths city spokesperson victims might age 18 minor victims appear younger teenagers adolescents horrific human tragedy migrants san antonio first discovered city worker heard cry help 6 pm monday san antonio police chief william mcmanus worker called 911 finding body outside tractortrailer several bodies visible trailers partially opened doors officials arrived scene medically assessed trailers occupants declared 46 people dead took 16 others area hospitals treatment including four children san antonio fire department chief charles hood five people since died injuries patients hot touch suffering heat stroke heat exhaustion hood temperatures exceeded 100 degrees san antonio monday hood migrants found refrigerated tractortrailer working air conditioning water hope prayer conditions transported improve speak hood supposed open truck see stacks bodies tragic san antonio mayor ron nirenberg monday night know 46 individuals longer us families likely trying find better life 16 folks fighting lives hospital focus right try bring aid best nothing short horrific human tragedy officials monday evening confident people originally tractortrailer accounted tuesday morning resumed searching area trailer found look survivors victims president joe biden statement tuesday incident horrifying heartbreaking exploiting vulnerable individuals profit shameful political grandstanding around tragedy administration continue everything possible stop human smugglers traffickers taking advantage people seeking enter united states ports entry biden texas lawmakers quick respond tragedy pointing blame across aisle gov greg abbott tweeted,"GateHouse Media, Inc.","Austin, Tex.","Jun 29, 2022",2022,-0.09686948853615522,NEGATIVE
886,The invisible 10 million youth in America,grapple problems criminallegalimmigration system think children taken parents us border consider 195000 youth held juvenile detention centers jails across nation confined everything murder failure maintain 25 gpa overwhelming majority come oppressed ethnic minorities indigenous black nonblack latinx additional group 10 million young people across country hidden plain sight documented undocumented youth whose parents incarcerated detained deported faces parental removal youth invisible 10 million parental removal act state removing parents primary caregivers children parents perceived violated criminallegalimmigration system parental removal happens myriad reasons parents overstayed visas didnt pay child support entered us illegally committed domestic violence may asylum seekers may protested harsh working conditions talked back officer routine traffic stop simply unemployed paramount understand children incarcerated deported parents sentenced lives negative health life outcomes likely peers forgo medical care experience depression anxiety use drugs engage risky sexual behavior american immigration councils 2020 study found children experience toxic stress suddenly separated parents stress puts greater risk developing chronic health conditions posttraumatic stress disorder suicidal ideation alcoholism research conducted american immigration council 2021 found 44 million us citizen children live least undocumented parent national survey childrens exposure violences 2016 study found 1 28 schoolaged youth incarcerated parent thats roughly three children per classroom average public school human rights advocates referred parental removal greatest threats childs wellbeing yet programs within us department justice within us immigration customs enforcement systems support youth affected impacts parental removal well documented organizations youth groups across country working free children parents criminallegal systems detention facilities youth rise texas work organization work end systems criminalize people color undocumented help youth heal past trauma use voice become community leaders else done presidential executive order biden administration legalize status millions congress extend temporary protected status 2030 state legislators mayors local city councils work together ask congress pass comprehensive immigration reform state local governments end contracts private detention facilities demand lawmakers take action end immigrant child detention end minors incarceration adult detention centers demand release nonviolent prisoners instead create immigration laws actions possible act help invisible 10 million children hidden plain sight lawson coexecutive director youth rise texas,"GateHouse Media, Inc.","Austin, Tex.","Jun 29, 2022",2022,0.021567321567321565,POSITIVE
